AGI,symbol,FASTA header
AT3G58510,RH11,DEAD-box ATP-dependent RNA helicase 11 [Source:UniProtKB/Swiss-Prot;Acc:Q8LA13]
AT3G61240,RH12,DEAD-box ATP-dependent RNA helicase 12 [Source:UniProtKB/Swiss-Prot;Acc:Q9M2E0]
AT4G34910,RH16,DEAD-box ATP-dependent RNA helicase 16 [Source:UniProtKB/Swiss-Prot;Acc:Q9SW44]
AT5G05450,RH18,DEAD-box ATP-dependent RNA helicase 18 [Source:UniProtKB/Swiss-Prot;Acc:Q9FLB0]
AT1G55150,RH20,RNA helicase 20
AT2G33730,RH21,DEAD-box ATP-dependent RNA helicase 21 [Source:UniProtKB/Swiss-Prot;Acc:P93008]
AT2G47330,RH24,DEAD-box ATP-dependent RNA helicase 24 [Source:UniProtKB/Swiss-Prot;Acc:O22907]
AT5G65900,RH27,DEAD-box ATP-dependent RNA helicase 27 [Source:UniProtKB/Swiss-Prot;Acc:Q9SB89]
AT4G16630,RH28,DEAD-box ATP-dependent RNA helicase 28 [Source:UniProtKB/Swiss-Prot;Acc:Q9ZRZ8]
AT1G77030,RH29,Putative DEAD-box ATP-dependent RNA helicase 29 [Source:UniProtKB/Swiss-Prot;Acc:O49289]
AT5G63120,RH30,DEAD-box ATP-dependent RNA helicase 30 [Source:UniProtKB/Swiss-Prot;Acc:Q8W4R3]
AT5G63630,RH31,DEAD-box ATP-dependent RNA helicase 31 [Source:UniProtKB/Swiss-Prot;Acc:Q9FFQ1]
AT5G54910,RH32,DEAD-box ATP-dependent RNA helicase 32 [Source:UniProtKB/Swiss-Prot;Acc:Q9FFT9]
AT2G07750,RH33,Putative DEAD-box ATP-dependent RNA helicase 33 [Source:UniProtKB/Swiss-Prot;Acc:O80792]
AT1G51380,RH34,DEAD-box ATP-dependent RNA helicase 34 [Source:UniProtKB/Swiss-Prot;Acc:Q9C8J1]
AT5G51280,RH35,DEAD-box ATP-dependent RNA helicase 35 [Source:UniProtKB/Swiss-Prot;Acc:Q9LU46]
AT1G16280,RH36,RNA helicase 36
AT2G42520,RH37,DEAD-box ATP-dependent RNA helicase 37 [Source:UniProtKB/Swiss-Prot;Acc:Q84W89]
AT4G09730,RH39,RH39
AT3G06480,RH40,DEAD-box ATP-dependent RNA helicase 40 [Source:UniProtKB/Swiss-Prot;Acc:Q9SQV1]
AT3G02065,RH41,DEAD-box ATP-dependent RNA helicase 41 [Source:UniProtKB/Swiss-Prot;Acc:Q3EBD3]
AT1G20920,RH42,DEAD-box ATP-dependent RNA helicase 42 [Source:UniProtKB/Swiss-Prot;Acc:Q8H0U8]
AT4G33370,RH43,Putative DEAD-box ATP-dependent RNA helicase 43 [Source:UniProtKB/Swiss-Prot;Acc:Q9SZB4]
AT1G63250,RH48,Probable DEAD-box ATP-dependent RNA helicase 48 [Source:UniProtKB/Swiss-Prot;Acc:Q9C8S9]
AT1G71370,RH49,DEAD-box ATP-dependent RNA helicase 49 [Source:UniProtKB/Swiss-Prot;Acc:Q8GXD6]
AT3G06980,RH50,DEAD-box ATP-dependent RNA helicase 50 [Source:UniProtKB/Swiss-Prot;Acc:Q8GUG7]
AT3G18600,RH51,DEAD-box ATP-dependent RNA helicase 51 [Source:UniProtKB/Swiss-Prot;Acc:Q9LIH9]
AT3G58570,RH52,DEAD-box ATP-dependent RNA helicase 52 [Source:UniProtKB/Swiss-Prot;Acc:Q9M2F9]
AT1G71280,RH55,DEAD-box ATP-dependent RNA helicase 55 [Source:UniProtKB/Swiss-Prot;Acc:Q9FVV4]
AT3G09720,RH57,DEAD-box ATP-dependent RNA helicase 57 [Source:UniProtKB/Swiss-Prot;Acc:Q84TG1]
AT5G19210,RH58,"DEAD-box ATP-dependent RNA helicase 58, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q3E9C3]"
AT2G45810,RH6,DEAD-box ATP-dependent RNA helicase 6 [Source:UniProtKB/Swiss-Prot;Acc:Q94BV4]
AT4G00660,RH8,RNAhelicase-like 8
AT5G45130,RHA1,RAB homolog 1
AT5G45710,RHA1,ROOT HANDEDNESS 1
AT4G11370,RHA1A,RING-H2 finger A1A
AT4G11360,RHA1B,RING-H2 finger A1B
AT1G15100,RHA2A,RING-H2 finger A2A
AT2G01150,RHA2B,RING-H2 finger protein 2B
AT2G17450,RHA3A,RING-H2 finger A3A
AT4G35480,RHA3B,RING-H2 finger A3B
AT4G24015,RHA4A,Probable E3 ubiquitin-protein ligase RHA4A [Source:UniProtKB/Swiss-Prot;Acc:Q84TF5]
AT4G00335,RHB1A,RING-H2 finger B1A
AT2G40830,RHC1A,RING-H2 finger C1A
AT2G39720,RHC2A,RING-H2 finger C2A
AT1G64440,RHD1,ROOT HAIR DEFECTIVE 1
AT5G51060,RHD2,ROOT HAIR DEFECTIVE 2
AT3G13870,RHD3,ROOT HAIR DEFECTIVE 3
AT3G51460,RHD4,ROOT HAIR DEFECTIVE4
AT1G66470,RHD6,ROOT HAIR DEFECTIVE6
AT4G14220,RHF1A,RING-H2 group F1A
AT5G22000,RHF2A,RING-H2 group F2A
AT5G42940,RHG1A,Probable E3 ubiquitin-protein ligase RHG1A [Source:UniProtKB/Swiss-Prot;Acc:Q9FMM4]
AT4G26410,RHIP1,RGS1-HXK1-interacting protein 1 [Source:UniProtKB/Swiss-Prot;Acc:Q84K90]
AT1G48380,RHL1,ROOT HAIRLESS 1
AT5G02820,RHL2,ROOT HAIRLESS 2
AT5G59820,RHL41,RESPONSIVE TO HIGH LIGHT 41
AT1G78570,RHM1,rhamnose biosynthesis 1
AT3G14790,RHM3,rhamnose biosynthesis 3
AT1G06190,RHON1,Rho-N 1
AT3G10710,RHS12,root hair specific 12
AT4G02270,RHS13,root hair specific 13
AT4G22080,RHS14,root hair specific 14
AT4G29180,RHS16,root hair specific 16
AT4G38390,RHS17,root hair specific 17
AT5G22410,RHS18,root hair specific 18
AT5G67400,RHS19,root hair specific 19
AT1G51880,RHS6,root hair specific 6
AT1G63450,RHS8,root hair specific 8
AT1G49850,RHY1A,Probable E3 ubiquitin-protein ligase RHY1A [Source:UniProtKB/Swiss-Prot;Acc:Q852U6]
AT2G22450,RIBA2,homolog of ribA 2
AT5G59750,RIBA3,homolog of ribA 3
AT5G23330,RIBF1,"FAD synthetase 1, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q9FMW8]"
AT5G08340,RIBF2,"FAD synthetase 2, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q8VZR0]"
AT2G33460,RIC1,ROP-interactive CRIB motif-containing protein 1
AT4G04900,RIC10,ROP-interactive CRIB motif-containing protein 10
AT4G21745,RIC11,CRIB domain-containing protein RIC11 [Source:UniProtKB/Swiss-Prot;Acc:Q0WL69]
AT1G27380,RIC2,ROP-interactive CRIB motif-containing protein 2
AT1G04450,RIC3,ROP-interactive CRIB motif-containing protein 3
AT5G16490,RIC4,ROP-interactive CRIB motif-containing protein 4
AT3G23380,RIC5,ROP-interactive CRIB motif-containing protein 5
AT2G20430,RIC6,ROP-interactive CRIB motif-containing protein 6
AT4G28556,RIC7,
AT4G28560,RIC7,ROP-interactive CRIB motif-containing protein 7
AT1G03982,RIC8,CRIB domain-containing protein RIC8 [Source:UniProtKB/Swiss-Prot;Acc:Q9ZWB8]
AT1G61795,RIC9,CRIB domain-containing protein RIC9 [Source:UniProtKB/Swiss-Prot;Acc:Q1G3Y0]
AT1G26370,RID1,Pre-mRNA-splicing factor ATP-dependent RNA helicase DEAH10 [Source:UniProtKB/Swiss-Prot;Acc:F4IE66]
AT5G57280,RID2,root initiation defective 2
AT3G49180,RID3,ROOT INITIATION DEFECTIVE 3
AT2G01735,RIE1,RING-finger protein for embryogenesis
AT3G03710,RIF10,resistant to inhibition with FSM 10
AT3G29390,RIK,RS2-interacting KH protein
AT5G22330,RIN1,RESISTANCE TO PSEUDOMONAS SYRINGAE PV MACULICOLA INTERACTOR 1
AT2G20310,RIN13,RPM1 interacting protein 13
AT4G25230,RIN2,RPM1 interacting protein 2
AT5G51450,RIN3,RPM1 interacting protein 3
AT3G25070,RIN4,RPM1 interacting protein 4
AT4G19700,RING,
AT5G10380,RING1,
AT5G44280,RING1A,RING 1A
AT1G03770,RING1B,RING 1B
AT3G15000,RIP1,RNA-editing factor interacting protein 1
AT2G37080,RIP2,ROP interactive partner 2
AT3G53350,RIP3,ROP interactive partner 3
AT1G78430,RIP4,ROP interactive partner 4
AT5G60210,RIP5,ROP interactive partner 5
AT2G05940,RIPK,RPM1-induced protein kinase
AT1G65790,RK1,receptor kinase 1
AT1G65800,RK2,receptor kinase 2
AT4G21380,RK3,receptor kinase 3
AT1G18790,RKD1,RWP-RK domain containing 1
AT1G74480,RKD2,RWP-RK domain containing 2
AT5G66990,RKD3,RWP-RK domain-containing 3
AT5G53040,RKD4,RWP-RK domain-containing 4
AT4G35590,RKD5,RWP-RK domain-containing 5
AT1G29750,RKF1,receptor-like kinase in flowers 1
AT1G19090,RKF2,receptor-like serine/threonine kinase 2
AT2G48010,RKF3,receptor-like kinase in in flowers 3
AT1G48480,RKL1,receptor-like kinase 1
AT2G22010,RKP,related to KPC1
AT1G11340,RKS1,G-type lectin S-receptor-like serine/threonine-protein kinase RKS1 [Source:UniProtKB/Swiss-Prot;Acc:Q9ZT07]
AT4G39250,RL1,RAD-like 1
AT5G45160,RL2,RHD-like2
AT4G36570,RL3,RAD-like 3
AT2G18328,RL4,RAD-like 4
AT1G19510,RL5,RAD-like 5
AT1G75250,RL6,RAD-like 6
AT5G09680,RLF,reduced lateral root formation
AT2G37710,RLK,receptor lectin kinase
AT5G67280,RLK,receptor-like kinase
AT5G60900,RLK1,receptor-like protein kinase 1
AT4G00340,RLK4,receptor-like protein kinase 4
AT3G17840,RLK902,receptor-like kinase 902
AT3G18740,RLK902,receptor-like kinase 902
AT1G64070,RLM1,RESISTANCE TO LEPTOSPHAERIA MACULANS 1
AT1G63880,RLM1B,Disease resistance protein RML1B [Source:UniProtKB/Swiss-Prot;Acc:Q9CAK1]
AT4G16990,RLM3,RESISTANCE TO LEPTOSPHAERIA MACULANS 3
AT1G07390,RLP1,receptor like protein 1
AT1G71390,RLP11,receptor like protein 11
AT1G71400,RLP12,receptor like protein 12
AT1G74170,RLP13,receptor like protein 13
AT1G74180,RLP14,receptor like protein 14
AT1G74190,RLP15,receptor like protein 15
AT1G74200,RLP16,receptor like protein 16
AT2G15040,RLP18,receptor like protein 18
AT2G15080,RLP19,receptor like protein 19
AT1G17240,RLP2,receptor like protein 2
AT2G25440,RLP20,receptor like protein 20
AT2G25470,RLP21,receptor like protein 21
AT2G32660,RLP22,receptor like protein 22
AT2G32680,RLP23,receptor like protein 23
AT2G33020,RLP24,receptor like protein 24
AT2G33030,RLP25,receptor like protein 25
AT2G33050,RLP26,receptor like protein 26
AT2G33060,RLP27,receptor like protein 27
AT2G33080,RLP28,receptor like protein 28
AT2G42800,RLP29,receptor like protein 29
AT1G17250,RLP3,receptor like protein 3
AT3G05360,RLP30,receptor like protein 30
AT3G05370,RLP31,receptor like protein 31
AT3G05650,RLP32,receptor like protein 32
AT3G05660,RLP33,receptor like protein 33
AT3G11010,RLP34,receptor like protein 34
AT3G11080,RLP35,receptor like protein 35
AT3G23010,RLP36,receptor like protein 36
AT3G23110,RLP37,receptor like protein 37
AT3G23120,RLP38,receptor like protein 38
AT3G24900,RLP39,receptor like protein 39
AT1G28340,RLP4,receptor like protein 4
AT3G24982,RLP40,receptor like protein 40
AT3G25010,RLP41,receptor like protein 41
AT3G25020,RLP42,receptor like protein 42
AT3G28890,RLP43,receptor like protein 43
AT3G49750,RLP44,receptor like protein 44
AT3G53240,RLP45,receptor like protein 45
AT4G04220,RLP46,receptor like protein 46
AT4G13810,RLP47,receptor like protein 47
AT4G13880,RLP48,receptor like protein 48
AT4G13900,RLP49,receptor like protein 49
AT1G34290,RLP5,receptor like protein 5
AT4G13920,RLP50,receptor like protein 50
AT4G18760,RLP51,receptor like protein 51
AT5G25910,RLP52,receptor like protein 52
AT5G27060,RLP53,receptor like protein 53
AT5G40170,RLP54,receptor like protein 54
AT5G45770,RLP55,receptor like protein 55
AT5G49290,RLP56,receptor like protein 56
AT5G65830,RLP57,receptor like protein 57
AT1G45616,RLP6,receptor like protein 6
AT1G47890,RLP7,receptor like protein 7
AT1G58190,RLP9,receptor like protein 9
AT5G44180,RLT2,RINGLET 2
AT4G03510,RMA1,RING membrane-anchor 1
AT4G28270,RMA2,RING membrane-anchor 2
AT4G27470,RMA3,RING membrane-anchor 3
AT4G37880,RMD5,Protein RMD5 homolog [Source:UniProtKB/Swiss-Prot;Acc:Q9T075]
AT3G61730,RMF,REDUCED MALE FERTILITY
AT5G63540,RMI1,RECQ MEDIATED INSTABILITY 1
AT5G66160,RMR1,receptor homology region transmembrane domain ring H2 motif protein 1
AT1G71980,RMR2,"Receptor homology region, transmembrane domain- and RING domain-containing protein 2 [Source:UniProtKB/Swiss-Prot;Acc:Q8VZ14]"
AT1G22670,RMR3,"Receptor homology region, transmembrane domain- and RING domain-containing protein 3 [Source:UniProtKB/Swiss-Prot;Acc:F4I2Y3]"
AT4G09560,RMR4,"Receptor homology region, transmembrane domain- and RING domain-containing protein 4 [Source:UniProtKB/Swiss-Prot;Acc:Q0WPW5]"
AT1G35630,RMR5,"Receptor homology region, transmembrane domain- and RING domain-containing protein 5 [Source:UniProtKB/Swiss-Prot;Acc:F4HZZ5]"
AT1G35625,RMR6,"Receptor homology region, transmembrane domain- and RING domain-containing protein 6 [Source:UniProtKB/Swiss-Prot;Acc:F4HZZ4]"
AT5G05630,RMV1,resistant to methyl viologen 1
AT4G37510,RNC1,"Ribonuclease III domain-containing protein RNC1, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q9SZV0]"
AT2G04270,RNEE/G,RNAse E/G-like
AT1G07910,RNL,RNAligase
AT4G14300,RNP1,Heterogeneous nuclear ribonucleoprotein 1 [Source:UniProtKB/Swiss-Prot;Acc:Q8W034]
AT2G21790,RNR1,ribonucleotide reductase 1
AT3G23580,RNR2A,ribonucleotide reductase 2A
AT5G40942,RNR2B,ribonucleotide reductase 2B
AT2G02990,RNS1,ribonuclease 1
AT2G39780,RNS2,ribonuclease 2
AT1G26820,RNS3,ribonuclease 3
AT4G38740,ROC1,rotamase CYP 1
AT3G56070,ROC2,rotamase cyclophilin 2
AT2G16600,ROC3,rotamase CYP 3
AT3G62030,ROC4,rotamase CYP 4
AT4G34870,ROC5,rotamase cyclophilin 5
AT5G58710,ROC7,rotamase CYP 7
AT3G15820,ROD1,REDUCED OLEATE DESATURATION 1
AT3G25230,ROF1,rotamase FKBP 1
AT1G63930,ROH1,from the Czech 'roh' meaning 'corner'
AT2G44270,ROL5,repressor of lrx1
AT3G51300,ROP1,RHO-related protein from plants 1
AT3G48040,ROP10,RHO-related protein from plants 10
AT1G20090,ROP2,RHO-related protein from plants 2
AT4G28950,ROP9,RHO-related protein from plants 9
AT5G22400,ROPGAP1,Rho GTPase-activating protein 1 [Source:UniProtKB/Swiss-Prot;Acc:Q9FMR1]
AT4G03100,ROPGAP2,Rho GTPase-activating protein 2 [Source:UniProtKB/Swiss-Prot;Acc:F4JI46]
AT2G46710,ROPGAP3,ROP guanosine triphosphatase (GTPase)-activating protein 3
AT3G11490,ROPGAP4,Rho GTPase-activating protein 4 [Source:UniProtKB/Swiss-Prot;Acc:Q9CAX8]
AT1G08340,ROPGAP5,Rho GTPase-activating protein 5 [Source:UniProtKB/Swiss-Prot;Acc:Q6NKT5]
AT5G12150,ROPGAP6,Rho GTPase-activating protein 6 [Source:UniProtKB/Swiss-Prot;Acc:Q9FMP8]
AT5G19390,ROPGAP7,Rho GTPase-activating protein 7 [Source:UniProtKB/Swiss-Prot;Acc:Q8RWQ4]
AT4G38430,ROPGEF1,ROP (rho of plants) guanine nucleotide exchange factor 1
AT5G19560,ROPGEF10,ROP (rho of plants) guanine nucleotide exchange factor 10
AT1G52240,ROPGEF11,ROP (rho of plants) guanine nucleotide exchange factor 11
AT1G79860,ROPGEF12,ROP (rho of plants) guanine nucleotide exchange factor 12
AT3G16130,ROPGEF13,ROP (rho of plants) guanine nucleotide exchange factor 13
AT1G31650,ROPGEF14,ROP (rho of plants) guanine nucleotide exchange factor 14
AT1G01700,ROPGEF2,ROP (rho of plants) guanine nucleotide exchange factor 2
AT4G00460,ROPGEF3,ROP (rho of plants) guanine nucleotide exchange factor 3
AT2G45890,ROPGEF4,ROP (rho of plants) guanine nucleotide exchange factor 4
AT5G05940,ROPGEF5,ROP (rho of plants) guanine nucleotide exchange factor 5
AT3G55660,ROPGEF6,ROP (rho of plants) guanine nucleotide exchange factor 6
AT5G02010,ROPGEF7,ROP (rho of plants) guanine nucleotide exchange factor 7
AT3G24620,ROPGEF8,ROP (rho of plants) guanine nucleotide exchange factor 8
AT4G13240,ROPGEF9,ROP (rho of plants) guanine nucleotide exchange factor 9
AT5G58130,ROS3,REPRESSOR OF SILENCING 3
AT3G14980,ROS4,REPRESSOR OF SILENCING 4
AT2G16005,ROSY1,MD-2-related lipid-recognition protein ROSY1 [Source:UniProtKB/Swiss-Prot;Acc:Q9AST8]
AT4G36380,ROT3,ROTUNDIFOLIA 3
AT2G36985,ROT4,ROTUNDIFOLIA4
AT3G02000,ROXY1,
AT5G14070,ROXY2,
AT1G43170,RP1,ribosomal protein 1
AT4G21210,RP1,PPDK regulatory protein
AT3G01200,RP2,PPDK regulatory protein 2
AT2G35210,RPA,root and pollen arfgap
AT2G06510,RPA1A,replication protein A 1A
AT2G24490,RPA2,replicon protein A2
AT3G02920,RPA32B,
AT3G52630,RPA3A,Replication protein A 14 kDa subunit A [Source:UniProtKB/Swiss-Prot;Acc:Q9LXK1]
AT4G18590,RPA3B,Replication protein A 14 kDa subunit B [Source:UniProtKB/Swiss-Prot;Acc:Q6NLG7]
AT5G08020,RPA70B,RPA70-kDa subunit B
AT5G45400,RPA70C,
AT5G61000,RPA70D,
AT1G60620,RPAC43,RNA polymerase I subunit 43
AT5G57980,RPB5C,"RNA polymerase II fifth largest subunit, C"
AT2G41340,RPB5D,"RNA polymerase II fifth largest subunit, D"
AT3G54490,RPB5E,"RNA polymerase II fifth largest subunit, E"
AT2G29540,RPC14,RNApolymerase 14 kDa subunit
AT4G33495,RPD1,ROOT PRIMORDIUM DEFECTIVE 1
AT5G61410,RPE,D-ribulose-5-phosphate-3-epimerase
AT1G12700,RPF1,RNA processing factor 1
AT1G62670,RPF2,rna processing factor 2
AT1G62930,RPF3,RNA processing factor 3
AT2G48070,RPH1,RESISTANCE TO PHYTOPHTHORA 1
AT2G01290,RPI2,ribose-5-phosphate isomerase 2
AT1G69270,RPK1,receptor-like protein kinase 1
AT3G02130,RPK2,receptor-like protein kinase 2
AT5G02030,RPL,REPLUMLESS
AT1G08360,RPL10AA,60S ribosomal protein L10a-1 [Source:UniProtKB/Swiss-Prot;Acc:Q8VZB9]
AT5G22440,RPL10AC,60S ribosomal protein L10a-3 [Source:UniProtKB/Swiss-Prot;Acc:P59231]
AT1G26910,RPL10B,ribosomal protein L10 B
AT3G58700,RPL11D,60S ribosomal protein L11-2 [Source:UniProtKB/Swiss-Prot;Acc:P42794]
AT5G45775,RPL11D,60S ribosomal protein L11-2 [Source:UniProtKB/Swiss-Prot;Acc:P42794]
AT2G37190,RPL12A,60S ribosomal protein L12-1 [Source:UniProtKB/Swiss-Prot;Acc:P50883]
AT3G27830,RPL12-A,ribosomal protein L12-A
AT3G53430,RPL12B,60S ribosomal Protein L12-like [Source:UniProtKB/TrEMBL;Acc:Q0WW72]
AT3G27840,RPL12-B,ribosomal protein L12-B
AT5G60670,RPL12C,60S ribosomal protein L12-3 [Source:UniProtKB/Swiss-Prot;Acc:Q9FF52]
AT3G27850,RPL12-C,ribosomal protein L12-C
AT3G24830,RPL13AB,60S ribosomal protein L13a-2 [Source:UniProtKB/Swiss-Prot;Acc:Q9LRX8]
AT4G13170,RPL13AC,60S ribosomal protein L13a-3 [Source:UniProtKB/Swiss-Prot;Acc:Q9SVR0]
AT5G48760,RPL13AD,60S ribosomal protein L13a-4 [Source:UniProtKB/Swiss-Prot;Acc:Q9FKC0]
AT3G48960,RPL13C,60S ribosomal protein L13 [Source:UniProtKB/TrEMBL;Acc:A0A178V6A2]
AT5G23900,RPL13D,60S ribosomal protein L13 [Source:UniProtKB/TrEMBL;Acc:A0A178UBD6]
ATCG00780,RPL14,"50S ribosomal protein L14, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:P56792]"
AT2G20450,RPL14A,60S ribosomal protein L14-1 [Source:UniProtKB/Swiss-Prot;Acc:Q9SIM4]
AT4G27090,RPL14B,AT4G27090 protein [Source:UniProtKB/TrEMBL;Acc:B9DHP0]
AT3G25920,RPL15,ribosomal protein L15
AT4G16720,RPL15A,Ribosomal protein L15 [Source:UniProtKB/TrEMBL;Acc:A0A178V5T1]
AT4G17390,RPL15B,60S ribosomal protein L15-2 [Source:UniProtKB/Swiss-Prot;Acc:Q8VYF1]
ATCG00790,RPL16,"50S ribosomal protein L16, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:P56793]"
ATMG00080,RPL16,Ribosomal protein L16 [Source:UniProtKB/TrEMBL;Acc:G1C2Q4]
AT2G42740,RPL16A,ribosomal protein large subunit 16A
AT4G18730,RPL16B,ribosomal protein L16B
AT3G54210,RPL17,"50S ribosomal protein L17, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q9M385]"
AT1G27400,RPL17A,60S ribosomal protein L17-1 [Source:UniProtKB/Swiss-Prot;Acc:Q93VI3]
AT1G67430,RPL17B,60S ribosomal protein L17-2 [Source:UniProtKB/Swiss-Prot;Acc:P51413]
AT3G05590,RPL18,ribosomal protein L18
AT1G29970,RPL18AA,60S ribosomal protein L18A-1
AT1G29965,RPL18AA,60S ribosomal protein L18a-1 [Source:UniProtKB/Swiss-Prot;Acc:Q8L7K0]
AT3G14600,RPL18AC,60S ribosomal protein L18a-3 [Source:UniProtKB/Swiss-Prot;Acc:Q9LUD4]
AT5G27850,RPL18C,60S ribosomal protein L18-3 [Source:UniProtKB/Swiss-Prot;Acc:Q940B0]
AT3G16780,RPL19B,60S ribosomal protein L19-2 [Source:UniProtKB/Swiss-Prot;Acc:Q9LUQ6]
AT4G02230,RPL19C,60S ribosomal protein L19-3 [Source:UniProtKB/Swiss-Prot;Acc:P49693]
ATMG00560,RPL2,Ribosomal protein L2 [Source:UniProtKB/TrEMBL;Acc:G1C2X5]
ATCG00660,RPL20,"50S ribosomal protein L20, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:P56794]"
AT1G35680,RPL21C,chloroplast ribosomal protein L21
AT1G09690,RPL21C,60S ribosomal protein L21-1 [Source:UniProtKB/Swiss-Prot;Acc:Q43291]
AT1G09590,RPL21C,60S ribosomal protein L21-1 [Source:UniProtKB/Swiss-Prot;Acc:Q43291]
AT1G57860,RPL21E,60S ribosomal protein L21-2 [Source:UniProtKB/Swiss-Prot;Acc:Q9FDZ9]
AT1G57660,RPL21E,60S ribosomal protein L21-2 [Source:UniProtKB/Swiss-Prot;Acc:Q9FDZ9]
ATCG00810,RPL22,"50S ribosomal protein L22, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:P56795]"
AT1G02830,RPL22A,Putative 60S ribosomal protein L22-1 [Source:UniProtKB/Swiss-Prot;Acc:Q9SRX7]
AT3G05560,RPL22B,60S ribosomal protein L22-2 [Source:UniProtKB/Swiss-Prot;Acc:Q9M9W1]
AT5G27770,RPL22C,60S ribosomal protein L22-3 [Source:UniProtKB/Swiss-Prot;Acc:Q9FE58]
AT2G33370,RPL23A,At2g33370 [Source:UniProtKB/TrEMBL;Acc:Q1H559]
AT1G04480,RPL23A,At2g33370 [Source:UniProtKB/TrEMBL;Acc:Q1H559]
ATCG00840,RPL23-A,"50S ribosomal protein L23, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:P61845]"
ATCG01300,RPL23-A,"50S ribosomal protein L23, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:P61845]"
AT2G39460,RPL23AA,ribosomal protein L23AA
AT3G55280,RPL23AB,ribosomal protein L23AB
AT5G54600,RPL24,plastid ribosomal protein L24
AT2G36620,RPL24A,ribosomal protein L24
AT3G49910,RPL26A,60S ribosomal protein L26-1 [Source:UniProtKB/Swiss-Prot;Acc:P51414]
AT5G67510,RPL26B,60S ribosomal protein L26-2 [Source:UniProtKB/Swiss-Prot;Acc:Q9FJX2]
AT5G40950,RPL27,ribosomal protein large subunit 27
AT2G32220,RPL27A,60S ribosomal protein L27-1 [Source:UniProtKB/Swiss-Prot;Acc:Q9SKX8]
AT1G12960,RPL27AA,Putative 60S ribosomal protein L27a-1 [Source:UniProtKB/Swiss-Prot;Acc:Q9LPV3]
AT1G23290,RPL27AB,
AT1G70600,RPL27AC,60S ribosomal protein L27a-3 [Source:UniProtKB/Swiss-Prot;Acc:P49637]
AT3G22230,RPL27B,60S ribosomal protein L27-2 [Source:UniProtKB/Swiss-Prot;Acc:Q8LCL3]
AT4G15000,RPL27C,60S ribosomal protein L27 [Source:UniProtKB/TrEMBL;Acc:Q0WRB8]
AT2G19730,RPL28A,60S ribosomal protein L28-1 [Source:UniProtKB/Swiss-Prot;Acc:O82204]
AT4G29410,RPL28C,60S ribosomal protein L28-2 [Source:UniProtKB/Swiss-Prot;Acc:Q9M0E2]
AT5G65220,RPL29,AT5G65220 protein [Source:UniProtKB/TrEMBL;Acc:B9DH43]
AT3G06700,RPL29A,60S ribosomal protein L29-1 [Source:UniProtKB/Swiss-Prot;Acc:Q9M7X7]
ATCG00830,rpl2-B,"50S ribosomal protein L2, chloroplastic [Source:UniProtKB/TrEMBL;Acc:A0A1B1W512]"
ATCG01310,rpl2-B,"50S ribosomal protein L2, chloroplastic [Source:UniProtKB/TrEMBL;Acc:A0A1B1W512]"
AT1G36240,RPL30A,Putative 60S ribosomal protein L30-1 [Source:UniProtKB/Swiss-Prot;Acc:Q9C8F7]
AT1G77940,RPL30B,60S ribosomal protein L30-2 [Source:UniProtKB/Swiss-Prot;Acc:Q8VZ19]
AT2G19740,RPL31A,60S ribosomal protein L31-1 [Source:UniProtKB/Swiss-Prot;Acc:Q9SLL7]
AT4G26230,RPL31B,Putative ribosomal protein [Source:UniProtKB/TrEMBL;Acc:Q0WRN2]
AT5G56710,RPL31C,60S ribosomal protein L31-3 [Source:UniProtKB/Swiss-Prot;Acc:P51420]
ATCG01020,RPL32,"50S ribosomal protein L32, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:P61847]"
AT4G18100,RPL32A,60S ribosomal protein L32-1 [Source:UniProtKB/Swiss-Prot;Acc:P49211]
AT5G46430,RPL32B,60S ribosomal protein L32-2 [Source:UniProtKB/Swiss-Prot;Acc:Q9FHG2]
ATCG00640,RPL33,"50S ribosomal protein L33, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:P56796]"
AT1G69620,RPL34,ribosomal protein L34
AT1G29070,RPL34,"50S ribosomal protein L34, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q9LP37]"
AT1G26880,RPL34A,60S ribosomal protein L34-1 [Source:UniProtKB/Swiss-Prot;Acc:Q42351]
AT3G28900,RPL34C,60S ribosomal protein L34-3 [Source:UniProtKB/Swiss-Prot;Acc:Q9LJW6]
AT3G09500,RPL35A,60S ribosomal protein L35-1 [Source:UniProtKB/Swiss-Prot;Acc:Q9SF53]
AT1G07070,RPL35AA,60S ribosomal protein L35a-1 [Source:UniProtKB/Swiss-Prot;Acc:Q9LMK0]
AT1G41880,RPL35AB,60S ribosomal protein L35a-2 [Source:UniProtKB/Swiss-Prot;Acc:Q9FZH0]
